"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","village.id","ln.exptot","ln.lands","program.male","program.female"
"62",31044,1,1,3,40,0,4,4,259,447218.84375,7023.95458984375,16406.990234375,23430.9453125,0,0,1.28753185272217,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,10.0618553161621,1.27815222740173,0,1
"63",31051,1,1,3,58,1,6,10,10,263200,3943.970703125,4342.265625,8286.236328125,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,9.02247142791748,0.0953101813793182,0,1
"64",31061,1,1,3,31,1,8,4,5,221560,6508.3232421875,14464.0673828125,20972.390625,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,9.95100975036621,0.0487901642918587,0,1
"65",31091,1,1,3,50,1,3,6,4.5,98800,3732.12451171875,552.623046875,4284.74755859375,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,8.36305046081543,0.0440168865025043,0,1
"66",31101,1,1,3,35,1,0,4,1,16845,3725.80859375,735.89111328125,4461.69970703125,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,8.40350914001465,0.00995033048093319,0,1
"67",31111,1,1,3,70,1,4,9,12,704229.3125,6638.396484375,937.57958984375,7575.97607421875,0,0,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,8.93286991119385,0.113328687846661,0,1
"68",31121,1,1,3,55,0,0,5,12,66580,8494.7890625,10105.5625,18600.3515625,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,31,9.83098983764648,0.113328687846661,0,1
"69",32011,1,2,3,28,1,2,5,9,61410,4516.98486328125,6708.62060546875,11225.60546875,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,9.32604217529297,0.0861776992678642,0,1
"70",32014,1,2,3,70,1,0,2,3.25,217864.40625,6810.7998046875,1596.96875,8407.7685546875,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,9.03703022003174,0.0319830439984798,0,1
"71",32015,1,2,3,35,1,9,4,43,652131.5625,7695.8994140625,17806.53515625,25502.435546875,0,0,1.86190474033356,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,10.1465682983398,0.357674449682236,0,1
"72",32024,1,2,3,55,1,0,7,2,36300,5531.001953125,2347.1181640625,7878.1201171875,0,1,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.97197151184082,0.0198026280850172,0,1
"73",32031,1,2,3,58,1,5,8,104,140760,5013.3642578125,5412.6064453125,10425.970703125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,9.25215148925781,0.712949812412262,0,1
"74",32044,1,2,3,32,1,3,5,1,7781.837890625,3020.70654296875,529.164794921875,3549.87133789062,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.17494869232178,0.00995033048093319,0,1
"75",32045,1,2,3,35,1,9,9,86,347272.96875,8274.7626953125,1701.478515625,9976.2412109375,0,0,1.86190474033356,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,9.20806217193604,0.620576500892639,0,1
"76",32061,1,2,3,50,1,0,6,2,16235,4544.14208984375,916.90380859375,5461.0458984375,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.60557842254639,0.0198026280850172,0,1
"77",32064,1,2,3,40,1,12,9,176,594667.8125,4851.35595703125,1652.6064453125,6503.96240234375,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.7803201675415,1.01523065567017,0,1
"78",32121,1,2,3,66,0,0,5,6,54780,8804.439453125,16172.6875,24977.126953125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,10.1257562637329,0.0582689084112644,0,1
"79",32131,1,2,3,55,0,0,5,86,232510,5575.85595703125,1224.79345703125,6800.6494140625,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.82492065429688,0.620576500892639,0,1
"80",32141,1,2,3,30,1,3,3,5,151110,4950.60205078125,1117.65283203125,6068.2548828125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598,32,8.71099090576172,0.0487901642918587,0,1
"81",33014,1,3,3,45,1,0,7,0.200000002980232,1100,2605.80395507812,277.24609375,2883.05004882812,0,1,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,7.9669508934021,0.001998002640903,1,1
"82",33034,1,3,3,65,0,0,2,2,35099.47265625,5935.173828125,876.302734375,6811.4765625,0,0,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.82651138305664,0.0198026280850172,1,1
"83",33051,1,3,3,35,1,0,5,13,80950,1644.06555175781,262.552490234375,1906.61804199219,0,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,7.55361080169678,0.122217632830143,1,1
"84",33054,1,3,3,45,1,3,6,2,8120,2677.8544921875,933.820556640625,3611.67504882812,0,1,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.19220352172852,0.0198026280850172,1,1
"85",33061,1,3,3,35,1,0,5,52,209520,5022.60107421875,536.337890625,5558.93896484375,0,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.62334251403809,0.418710321187973,1,1
"86",33064,1,3,3,35,1,0,18,342,384456.625,3221.90649414062,785.702392578125,4007.60888671875,0,0,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.29619979858398,1.48613965511322,1,1
"87",33131,1,3,3,35,1,0,6,1.5,23100,3465.51196289062,911.264404296875,4376.7763671875,1,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.38429641723633,0.0148886125534773,1,1
"88",33141,1,3,3,25,1,0,3,1,575.179321289062,4284.74755859375,765.77783203125,5050.525390625,0,0,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785,33,8.52744579315186,0.00995033048093319,1,1
"89",41011,1,1,4,48,1,2,9,8,15405,1403.28723144531,278.191284179688,1681.478515625,0,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,7.42802333831787,0.0769610404968262,1,1
"90",41014,1,1,4,60,1,8,10,32,60207.7421875,2452.2939453125,516.30810546875,2968.60205078125,0,0,0.851063847541809,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,7.99618339538574,0.277631729841232,1,1
"91",41015,1,1,4,45,1,12,5,144,17910,2360.26538085938,706.455322265625,3066.720703125,1,1,2.3640661239624,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.02869033813477,0.891998052597046,1,1
"92",41021,1,1,4,32,1,0,5,2,12315,2166.46362304688,488.564208984375,2655.02783203125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,7.88458681106567,0.0198026280850172,1,1
"93",41034,1,1,4,25,1,0,2,7,9947.21875,2779.13110351562,663.14794921875,3442.27905273438,0,0,0.851063847541809,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.14417934417725,0.0676586478948593,1,1
"94",41035,1,1,4,45,1,0,5,535,356793.875,3793.20629882812,2411.69262695312,6204.89892578125,0,0,2.3640661239624,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.73325538635254,1.8484548330307,1,1
"95",41041,1,1,4,50,1,0,5,78,130050,2751.65771484375,502.097900390625,3253.75561523438,1,0,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.08787250518799,0.576613366603851,1,1
"96",41054,1,1,4,40,1,0,5,10,26979.296875,2265.52978515625,265.800537109375,2531.33032226562,0,0,0.851063847541809,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,7.83689546585083,0.0953101813793182,1,1
"97",41071,1,1,4,65,1,1,4,32,63605,2700.2978515625,195.3916015625,2895.689453125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,7.97132396697998,0.277631729841232,1,1
"98",41091,1,1,4,35,1,8,5,1,41900,2674.24560546875,6159.15576171875,8833.4013671875,1,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,9.0864086151123,0.00995033048093319,1,1
"99",41101,1,1,4,30,1,1,2,125,272650,3786.7099609375,1146.97509765625,4933.68505859375,1,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.50404453277588,0.810930192470551,1,1
"100",41111,1,1,4,45,1,0,5,52,102070,4991.203125,943.2939453125,5934.4970703125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245605,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785,41,8.68870639801025,0.418710321187973,1,1
"101",42011,1,2,4,38,1,0,6,3,14365,3823.25073242188,1387.19702148438,5210.44775390625,0,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,8.55861282348633,0.02955880202353,1,1
"102",42015,1,2,4,40,1,5,7,342,261097.578125,2392.74609375,614.813232421875,3007.55932617188,0,0,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,8.00921630859375,1.48613965511322,1,1
"103",42025,1,2,4,40,1,0,4,62,40545,4275.27392578125,1618.9609375,5894.23486328125,0,1,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,8.68190002441406,0.482426136732101,1,1
"104",42034,1,2,4,60,1,4,5,78,54188.65625,3845.17529296875,871.56591796875,4716.7412109375,0,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,8.45908546447754,0.576613366603851,1,1
"105",42035,1,2,4,30,1,0,4,293,194060,2317.97265625,433.076171875,2751.048828125,1,0,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,7.92010116577148,1.36863946914673,1,1
"106",42041,1,2,4,45,1,0,6,3,10170,2099.51733398438,685.139892578125,2784.6572265625,1,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,7.93223905563354,0.02955880202353,1,1
"107",42044,1,2,4,28,1,0,4,12.5,19894.4375,2392.74609375,378.095703125,2770.841796875,0,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,7.92726707458496,0.117783032357693,1,1
"108",42054,1,2,4,55,1,0,4,40,32150,5329.5439453125,5614.765625,10944.3095703125,1,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,9.30066585540771,0.336472243070602,1,1
"109",42092,1,2,4,33,1,7,2,18,38160,2199.21508789062,11576.330078125,13775.544921875,0,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,9.53072261810303,0.165514439344406,1,1
"110",42112,1,2,4,35,1,0,4,2,17280,2999.39086914062,635.23486328125,3634.62573242188,1,0,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254,42,8.19853687286377,0.0198026280850172,1,1
"111",43024,1,3,4,27,1,0,4,9,89254.296875,2062.86376953125,773.108642578125,2835.97241210938,0,0,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,7.95049285888672,0.0861776992678642,0,1
"112",43025,1,3,4,46,1,3,4,6,30207.06640625,1952.56457519531,507.511108398438,2460.07568359375,0,0,2.00704216957092,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,7.80835390090942,0.0582689084112644,0,1
"113",43044,1,3,4,37,1,6,4,33,47585,4787.8603515625,2306.63818359375,7094.49853515625,0,0,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.86721611022949,0.285178929567337,0,1
"114",43051,1,3,4,40,1,0,6,7,29700,3072.13427734375,1736.251953125,4808.38623046875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.47832489013672,0.0676586478948593,0,1
"115",43054,1,3,4,35,1,0,4,3,16595,2480.71459960938,3761.50366210938,6242.21826171875,0,1,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.73925113677979,0.02955880202353,0,1
"116",43061,1,3,4,34,1,7,4,3,20820,2375.15234375,444.072265625,2819.224609375,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,7.94457197189331,0.02955880202353,0,1
"117",43071,1,3,4,38,1,5,5,136,106815,2681.28295898438,1674.11010742188,4355.39306640625,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.37939929962158,0.858661592006683,0,1
"118",43081,1,3,4,55,1,0,7,6,33085,2780.9677734375,492.044189453125,3273.01196289062,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.09377098083496,0.0582689084112644,0,1
"119",43091,1,3,4,48,1,8,5,13,130580,2800.6494140625,4141.291015625,6941.9404296875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.84548091888428,0.122217632830143,0,1
"120",43101,1,3,4,55,1,5,4,263,206830,5745.703125,3789.4169921875,9535.1201171875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,9.162841796875,1.28923261165619,0,1
"121",43111,1,3,4,37,1,5,4,1,805,2313.57421875,964.271240234375,3277.84545898438,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.09524631500244,0.00995033048093319,0,1
"122",43121,1,3,4,40,0,0,2,2,9570,3131.68212890625,962.57958984375,4094.26171875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.10530567169189,1.69170391559601,47.3677101135254,43,8.31758594512939,0.0198026280850172,0,1
"123",44014,1,4,4,30,1,8,3,5,22465.826171875,3855.28051757812,585.780517578125,4441.06103515625,0,0,1.09452736377716,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.3988733291626,0.0487901642918587,0,1
"124",44015,1,4,4,36,1,0,4,119,112241.1640625,4125.05078125,977.8046875,5102.85546875,0,0,1.51243782043457,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.53775119781494,0.783901572227478,0,1
"125",44024,1,4,4,35,1,0,4,5,18155.3671875,3620.24633789062,612.396728515625,4232.64306640625,0,0,1.09452736377716,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.35081768035889,0.0487901642918587,0,1
"126",44025,1,4,4,38,1,5,5,164,185410.734375,3720.12451171875,1011.3681640625,4731.49267578125,0,0,1.51243782043457,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.46220779418945,0.970778942108154,0,1
"127",44035,1,4,4,62,1,1,5,132,111219.3828125,2434.4296875,196.914306640625,2631.34399414062,0,0,1.51243782043457,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,7.87562990188599,0.841567158699036,0,1
"128",44044,1,4,4,29,1,0,4,2,8336.716796875,2392.74609375,297.232177734375,2689.97827148438,0,0,1.09452736377716,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,7.89766025543213,0.0198026280850172,0,1
"129",44051,1,4,4,50,1,0,5,48,76668.0234375,3927.73022460938,1220.73364257812,5148.4638671875,0,1,0.696517407894135,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.5466480255127,0.392042100429535,0,1
"130",44054,1,4,4,26,1,0,3,15,20313.978515625,2905.21948242188,676.681640625,3581.90112304688,0,0,1.09452736377716,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.18392848968506,0.139761939644814,0,1
"131",44061,1,4,4,41,1,0,5,63,77615.375,2861.55078125,736.2294921875,3597.7802734375,0,1,0.696517407894135,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.18835067749023,0.488580018281937,0,1
"132",44071,1,4,4,38,1,0,4,10,83651.3671875,3629.71997070312,1432.36547851562,5062.08544921875,0,1,0.696517407894135,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.52973175048828,0.0953101813793182,0,1
"133",44091,1,4,4,35,1,0,5,10,22614.697265625,2033.83410644531,451.346557617188,2485.1806640625,0,1,0.696517407894135,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,7.81850290298462,0.0953101813793182,0,1
"134",44101,1,4,4,45,1,0,6,203,167350.109375,4488.654296875,1266.5224609375,5755.1767578125,0,1,0.696517407894135,1,0.621428549289703,8.79685974121094,8.79685974121094,9.47354221343994,5.95267248153687,1.86087429523468,43.3076210021973,44,8.6580286026001,1.10856258869171,0,1
"135",51014,1,1,5,28,1,0,2,4,11043.443359375,4345.64892578125,703.7490234375,5049.39794921875,0,0,1.03703701496124,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,8.52722263336182,0.0392207130789757,1,1
"136",51015,1,1,5,45,1,14,7,683,1005887.125,6165.14892578125,2883.63037109375,9048.779296875,0,0,2.38683104515076,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,9.11049556732178,2.05796241760254,1,1
"137",51024,1,1,5,51,1,0,7,2,11977.2626953125,2623.97778320312,566.672607421875,3190.650390625,0,0,1.03703701496124,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,8.06829357147217,0.0198026280850172,1,1
"138",51025,1,1,5,55,1,14,4,500,482325.0625,14578.427734375,5607.15234375,20185.580078125,0,0,2.38683104515076,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,9.91277313232422,1.7917594909668,1,1
"139",51044,1,1,5,28,1,3,3,150,311476.5,8969.1884765625,1594.712890625,10563.9013671875,0,0,1.03703701496124,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,9.26529216766357,0.916290760040283,1,1
"140",51054,1,1,5,75,0,4,5,15,36055,3213.42529296875,805.927734375,4019.35302734375,0,1,1.03703701496124,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,8.2991247177124,0.139761939644814,1,1
"141",51071,1,1,5,88,1,0,4,150,211530,4855.86669921875,552.84912109375,5408.7158203125,0,1,0.637860059738159,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,8.59595203399658,0.916290760040283,1,1
"142",51081,1,1,5,35,1,1,6,165,174300,5652.095703125,2676.275390625,8328.37109375,0,1,0.637860059738159,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,9.02754306793213,0.974559664726257,1,1
"143",51101,1,1,5,38,1,2,7,80,90000,4485.04541015625,572.279296875,5057.32470703125,1,1,0.637860059738159,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,8.52879047393799,0.587786674499512,1,1
"144",51111,1,1,5,50,1,0,6,10,27900,2403.12158203125,415.031494140625,2818.15307617188,0,1,0.637860059738159,0,0.5,9.47354221343994,6.76681566238403,10.1502237319946,6.41057109832764,2.03004455566406,37.2174873352051,51,7.94419193267822,0.0953101813793182,1,1
"145",52024,1,2,5,40,1,0,4,2,17700,3920.01635742188,965.962646484375,4885.97900390625,0,1,1.27433633804321,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.49432945251465,0.0198026280850172,1,1
"146",52031,1,2,5,55,0,0,4,3,15150,6113.81787109375,813.2021484375,6927.02001953125,0,1,0.722713828086853,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.84332942962646,0.02955880202353,1,1
"147",52041,1,2,5,47,1,9,7,140,422800,4628.88818359375,1381.3974609375,6010.28564453125,0,1,0.722713828086853,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.70139408111572,0.875468730926514,1,1
"148",52054,1,2,5,65,1,10,4,56,174600,4945.865234375,2097.712890625,7043.578125,1,1,1.27433633804321,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.86001396179199,0.444685816764832,1,1
"149",52071,1,2,5,65,0,3,14,132,488150,5287.8798828125,11452.8349609375,16740.71484375,0,1,0.722713828086853,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,9.72565841674805,0.841567158699036,1,1
"150",52091,1,2,5,41,1,10,6,50,77950,4272.341796875,2734.1318359375,7006.4736328125,1,1,0.722713828086853,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.85473251342773,0.405465096235275,1,1
"151",52101,1,2,5,56,1,10,6,8,29750,6008.0302734375,1259.19140625,7267.2216796875,1,1,0.722713828086853,0,0.300000011920929,15.2253351211548,8.12017822265625,10.8269052505493,10.3027038574219,2.03004455566406,40.6008949279785,52,8.89126682281494,0.0769610404968262,1,1
"152",53015,1,3,5,40,1,2,5,776,580910.875,4390.31005859375,794.423828125,5184.73388671875,0,0,0.350877195596695,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,8.55366706848145,2.17019581794739,0,1
"153",53024,1,3,5,35,1,0,3,10,38449.046875,6509.6767578125,2208.2373046875,8717.9140625,0,0,0.631578922271729,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,9.07324981689453,0.0953101813793182,0,1
"154",53034,1,3,5,35,1,1,5,55,49100,3603.19384765625,1220.7333984375,4823.92724609375,0,1,0.631578922271729,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,8.48155117034912,0.438254922628403,0,1
"155",53045,1,3,5,71,1,1,4,269,433448.375,3668.29077148438,1099.94555664062,4768.236328125,0,1,0.350877195596695,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,8.46994113922119,1.30562651157379,0,1
"156",53054,1,3,5,55,1,0,9,138,145100,2156.6591796875,410.520263671875,2567.17944335938,0,1,0.631578922271729,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,7.85095262527466,0.867100477218628,0,1
"157",53091,1,3,5,40,1,0,6,45,63700,3501.150390625,784.95068359375,4286.10107421875,0,1,1.31578946113586,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,8.36336612701416,0.37156355381012,0,1
"158",53101,1,3,5,85,1,4,8,60,110400,4557.78857421875,1616,6173.78857421875,0,1,1.31578946113586,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,8.72822952270508,0.470003634691238,0,1
"159",53111,1,3,5,48,1,0,6,65,73600,2029.14245605469,534.578491210938,2563.72094726562,0,1,1.31578946113586,1,0.0500000007450581,15.4508962631226,6.76681566238403,10.8269052505493,10.4553365707397,2.36838555335999,43.3076210021973,53,7.84960508346558,0.500775277614594,0,1
